,query_id,client_email,query_heading,query_description,status,date_raised,date_closed
1555,Q1556,sawyerjessica@example.net,Bug Report,Check/uncheck box not saving state.,Closed,27-06-2025,28-06-2025
1556,Q1557,sperry@example.net,Subscription Cancellation,Received cancellation email but charged again.,Closed,01-04-2025,08-04-2025
1557,Q1558,scole@example.org,Payment Failure,Promo code not working during payment.,Closed,18-07-2025,21-07-2025
1558,Q1559,josepheric@example.com,Login Issue,Seeing 'invalid session token' error.,Closed,24-03-2025,28-03-2025
1559,Q1560,mayerpatricia@example.net,Subscription Cancellation,Need proof of cancellation for records.,Closed,26-04-2025,29-04-2025
1560,Q1561,martinezadam@example.net,Billing Problem,Amount charged doesn’t match pricing plan.,Closed,12-02-2025,26-02-2025
1561,Q1562,whitneylisa@example.org,Technical Support,Download button is inactive.,Closed,02-07-2025,04-07-2025
1562,Q1563,ericacase@example.com,Account Suspension,Support says I’m blacklisted — why?,Closed,27-05-2025,05-06-2025
1563,Q1564,cole23@example.com,Subscription Cancellation,Wrong account cancelled.,Closed,23-07-2025,26-07-2025
1564,Q1565,shawthomas@example.org,Feature Request,Provide more chart types in dashboard.,Closed,05-02-2025,07-02-2025
1565,Q1566,troberts@example.com,Feature Request,Suggesting calendar integration.,Closed,24-02-2025,28-02-2025
1566,Q1567,jay62@example.org,UI Feedback,Icons not intuitive.,Closed,13-06-2025,16-06-2025
1567,Q1568,ibenson@example.net,Payment Failure,Bank transaction shows pending.,Closed,23-06-2025,29-06-2025
1568,Q1569,williamsdaniel@example.net,Account Suspension,Need clarification on temporary lockout.,Closed,10-03-2025,20-03-2025
1569,Q1570,stephanie66@example.com,UI Feedback,Filter section takes too much space.,Closed,21-06-2025,24-06-2025
1570,Q1571,khanjulie@example.org,Subscription Cancellation,App locked after cancellation.,Closed,18-06-2025,19-06-2025
1571,Q1572,thompsonryan@example.org,UI Feedback,Mobile responsiveness needs improvement.,Closed,13-02-2025,17-02-2025
1572,Q1573,penny55@example.net,UI Feedback,Error messages not clear enough.,Closed,07-05-2025,08-05-2025
1573,Q1574,gallagherbrittany@example.org,Subscription Cancellation,Can’t contact support post cancellation.,Closed,16-06-2025,24-06-2025
1574,Q1575,kathleenray@example.org,Bug Report,Check/uncheck box not saving state.,Closed,05-06-2025,08-06-2025
1575,Q1576,larry35@example.com,Bug Report,Color scheme inconsistent.,Closed,20-03-2025,21-03-2025
1576,Q1577,andrewsdeborah@example.net,UI Feedback,Filter section takes too much space.,Closed,24-06-2025,26-06-2025
1577,Q1578,martinchristopher@example.org,UI Feedback,Font inconsistent across pages.,Closed,11-05-2025,13-05-2025
1578,Q1579,twilson@example.com,Account Suspension,Got a warning mail I don’t understand.,Closed,11-05-2025,12-05-2025
1579,Q1580,robynjohnson@example.com,Subscription Cancellation,Accidentally cancelled wrong plan.,Closed,13-04-2025,15-04-2025
1580,Q1581,heatherlawrence@example.com,Bug Report,Tab focus jumps incorrectly.,Closed,12-04-2025,14-04-2025
1581,Q1582,michaelprice@example.net,Account Suspension,Need reason for my suspension.,Closed,28-04-2025,03-05-2025
1582,Q1583,swarren@example.com,Technical Support,Error 500 on accessing dashboard.,Closed,28-06-2025,04-07-2025
1583,Q1584,paulwilliams@example.com,Subscription Cancellation,Subscription stuck in pending cancel state.,Closed,15-07-2025,16-07-2025
1584,Q1585,jasonfoster@example.org,Subscription Cancellation,"Didn’t mean to cancel, can I undo?",Closed,27-03-2025,28-03-2025
1585,Q1586,carolsherman@example.org,Subscription Cancellation,Cannot downgrade before cancel.,Closed,17-06-2025,20-06-2025
1586,Q1587,cameronsanchez@example.net,Account Suspension,How do I appeal a suspension?,Closed,26-02-2025,07-03-2025
1587,Q1588,sharpthomas@example.com,Payment Failure,Need GST invoice after payment.,Closed,02-06-2025,17-06-2025
1588,Q1589,smunoz@example.org,Bug Report,Color scheme inconsistent.,Closed,18-04-2025,29-04-2025
1589,Q1590,brian45@example.org,UI Feedback,Icons not intuitive.,Closed,25-04-2025,13-05-2025
1590,Q1591,itucker@example.org,Data Export,Export email not received.,Opened,05-07-2025,
1591,Q1592,michellejames@example.com,Account Suspension,Can I restore my data after suspension?,Closed,16-05-2025,17-05-2025
1592,Q1593,iherrera@example.org,Data Export,Charts not included in report export.,Closed,18-07-2025,22-07-2025
1593,Q1594,cynthia51@example.org,Feature Request,Would like push notifications for updates.,Closed,19-02-2025,01-03-2025
1594,Q1595,dholt@example.com,Bug Report,Dropdown not loading values.,Closed,27-05-2025,09-06-2025
1595,Q1596,juliarichard@example.org,Feature Request,Ability to bulk edit entries needed.,Closed,24-05-2025,30-05-2025
1596,Q1597,keith31@example.com,UI Feedback,Alignment issues in forms.,Closed,02-05-2025,03-05-2025
1597,Q1598,ayalacatherine@example.org,Billing Problem,Unable to update billing address.,Closed,15-02-2025,20-02-2025
1598,Q1599,michael56@example.net,Feature Request,Multi-user role system would help.,Closed,12-03-2025,15-03-2025
1599,Q1600,johnstonlindsay@example.net,Technical Support,Feature working on web but not mobile.,Closed,15-04-2025,17-04-2025
1600,Q1601,michaelross@example.org,Bug Report,Search bar resets randomly.,Closed,22-05-2025,23-05-2025
1601,Q1602,robertking@example.org,Data Export,Need monthly data dump in CSV.,Closed,16-02-2025,21-02-2025
1602,Q1603,mark77@example.com,Feature Request,Need voice assistant for dashboard.,Closed,20-07-2025,27-07-2025
1603,Q1604,dakotakerr@example.net,Login Issue,Error 401 appearing on login.,Closed,05-02-2025,07-02-2025
1604,Q1605,marywilson@example.org,Payment Failure,Wrong currency charged.,Closed,02-02-2025,03-02-2025
1605,Q1606,palmeradam@example.net,Data Export,Need export in regional time zone.,Closed,21-06-2025,05-07-2025
1606,Q1607,jeffrey82@example.com,Account Suspension,My account was suspended without notice.,Closed,01-06-2025,03-06-2025
1607,Q1608,cathyowens@example.net,UI Feedback,Table headers not sticky.,Closed,28-04-2025,02-05-2025
1608,Q1609,blewis@example.org,Feature Request,Add folder structure to organize data.,Closed,07-03-2025,19-03-2025
1609,Q1610,matthewbrown@example.org,Account Suspension,Terms of use were unclear.,Closed,31-03-2025,06-04-2025
1610,Q1611,matthewmanning@example.org,Billing Problem,Bill shows usage I didn’t make.,Closed,25-05-2025,27-05-2025
1611,Q1612,julie15@example.com,Account Suspension,Can’t access services due to ban.,Closed,05-07-2025,07-07-2025
1612,Q1613,zreynolds@example.org,Data Export,Auto-export not working on Fridays.,Closed,07-05-2025,14-05-2025
1613,Q1614,fwilson@example.org,Bug Report,Exported file missing columns.,Closed,19-03-2025,23-03-2025
1614,Q1615,stevenlewis@example.com,Payment Failure,Payment success mail delayed.,Closed,09-04-2025,10-04-2025
1615,Q1616,ybradley@example.net,UI Feedback,Icons not intuitive.,Closed,01-03-2025,10-03-2025
1616,Q1617,randysanchez@example.org,UI Feedback,Dropdowns too close together.,Closed,25-06-2025,30-06-2025
1617,Q1618,sara51@example.org,Billing Problem,Billed for a cancelled plan.,Closed,30-03-2025,31-03-2025
1618,Q1619,contreraslogan@example.com,Technical Support,Freezing during screen load.,Closed,10-04-2025,14-04-2025
1619,Q1620,gregorykelly@example.com,Bug Report,Date selector not responsive.,Closed,24-02-2025,05-03-2025
1620,Q1621,floresmichael@example.com,Bug Report,Date selector not responsive.,Closed,20-05-2025,21-05-2025
1621,Q1622,smithalejandra@example.net,Bug Report,Tab focus jumps incorrectly.,Closed,20-02-2025,08-03-2025
1622,Q1623,qgross@example.net,Login Issue,Captcha keeps looping during login.,Closed,27-02-2025,28-02-2025
1623,Q1624,ybennett@example.com,Data Export,Fields are missing in exported report.,Closed,18-05-2025,21-05-2025
1624,Q1625,michaelhood@example.com,Login Issue,Captcha keeps looping during login.,Closed,07-06-2025,13-06-2025
1625,Q1626,johnny17@example.org,Login Issue,Forgot my password and reset isn’t working.,Closed,23-07-2025,24-07-2025
1626,Q1627,dunnthomas@example.net,Payment Failure,Need GST invoice after payment.,Closed,01-07-2025,03-07-2025
1627,Q1628,delgadojacob@example.com,Login Issue,Login page taking too long to load.,Closed,07-05-2025,08-05-2025
1628,Q1629,jamieellis@example.net,UI Feedback,Font inconsistent across pages.,Closed,27-06-2025,04-07-2025
1629,Q1630,julie14@example.net,Login Issue,Error 401 appearing on login.,Closed,10-02-2025,11-02-2025
1630,Q1631,andresbird@example.org,Billing Problem,Invoice PDF is missing this month.,Closed,02-07-2025,07-07-2025
1631,Q1632,george09@example.net,Technical Support,Slow performance during peak hours.,Closed,21-05-2025,24-05-2025
1632,Q1633,ipayne@example.net,Subscription Cancellation,Still charged after cancellation.,Closed,26-05-2025,28-05-2025
1633,Q1634,jason91@example.org,Technical Support,Graphs not rendering properly.,Closed,11-03-2025,20-03-2025
1634,Q1635,mia51@example.net,Account Suspension,How do I appeal a suspension?,Closed,07-02-2025,11-02-2025
1635,Q1636,christopherrobinson@example.net,Bug Report,Date selector not responsive.,Closed,14-06-2025,20-06-2025
1636,Q1637,lindapowell@example.com,Subscription Cancellation,"Didn’t mean to cancel, can I undo?",Closed,10-04-2025,17-04-2025
1637,Q1638,cherrymolly@example.net,Technical Support,Settings not saving properly.,Closed,30-06-2025,01-07-2025
1638,Q1639,kmaldonado@example.org,Subscription Cancellation,Was offered discount after cancel — still charged full.,Closed,22-04-2025,26-04-2025
1639,Q1640,davisrobert@example.net,Feature Request,Request feature to duplicate projects.,Closed,30-04-2025,05-05-2025
1640,Q1641,jessica74@example.org,Account Suspension,How do I appeal a suspension?,Opened,04-06-2025,
1641,Q1642,andrewsandrew@example.org,Billing Problem,Incorrect tax calculations.,Closed,25-06-2025,27-06-2025
1642,Q1643,jerrythompson@example.org,Payment Failure,Didn’t receive invoice after payment.,Closed,15-02-2025,21-02-2025
1643,Q1644,jeffrey27@example.net,Bug Report,Form validation not working properly.,Closed,27-05-2025,28-05-2025
1644,Q1645,john55@example.com,Data Export,Export button missing from UI.,Closed,25-06-2025,27-06-2025
1645,Q1646,heathertate@example.net,Login Issue,Account locked after failed attempts.,Closed,15-06-2025,19-06-2025
1646,Q1647,dianerojas@example.org,Account Suspension,Can I restore my data after suspension?,Closed,27-07-2025,29-07-2025
1647,Q1648,barnesjessica@example.com,Data Export,Fields are missing in exported report.,Closed,15-02-2025,04-03-2025
1648,Q1649,ronaldjohnson@example.org,Billing Problem,Invoice still shows old company name.,Closed,04-04-2025,22-04-2025
1649,Q1650,qsnyder@example.com,Bug Report,Exported file missing columns.,Closed,06-07-2025,12-07-2025
1650,Q1651,jessicaortega@example.com,Technical Support,Can’t install latest update.,Closed,25-05-2025,29-05-2025
1651,Q1652,wilkinsonteresa@example.net,Billing Problem,Invoice PDF is missing this month.,Closed,18-03-2025,25-03-2025
1652,Q1653,richard27@example.com,Technical Support,Slow performance during peak hours.,Closed,14-06-2025,23-06-2025
1653,Q1654,amandafarmer@example.org,UI Feedback,Filter section takes too much space.,Closed,26-04-2025,27-04-2025
1654,Q1655,sbarton@example.com,Subscription Cancellation,Received cancellation email but charged again.,Closed,06-02-2025,11-02-2025
1655,Q1656,davisbrian@example.com,Bug Report,Check/uncheck box not saving state.,Closed,25-03-2025,01-04-2025
1656,Q1657,patriciasutton@example.net,Payment Failure,Card declined despite funds.,Closed,20-03-2025,04-04-2025
1657,Q1658,christine61@example.net,Feature Request,Suggesting calendar integration.,Closed,17-06-2025,22-06-2025
1658,Q1659,dday@example.org,Payment Failure,EMI option not available anymore.,Closed,02-07-2025,10-07-2025
1659,Q1660,ghughes@example.com,Subscription Cancellation,Wrong account cancelled.,Closed,23-07-2025,24-07-2025
1660,Q1661,bpratt@example.net,Login Issue,Session expires immediately after login.,Closed,10-04-2025,16-04-2025
1661,Q1662,danataylor@example.org,Billing Problem,Bill shows usage I didn’t make.,Closed,19-05-2025,20-05-2025
1662,Q1663,brooksbradley@example.org,Bug Report,Page crashes on click of ‘submit’.,Closed,02-05-2025,11-05-2025
1663,Q1664,michaelfowler@example.net,Technical Support,Slow performance during peak hours.,Closed,09-04-2025,20-04-2025
1664,Q1665,michellelawrence@example.net,Bug Report,Filter not retaining after refresh.,Closed,10-06-2025,12-06-2025
1665,Q1666,timothycisneros@example.net,Subscription Cancellation,Still charged after cancellation.,Closed,09-04-2025,16-04-2025
1666,Q1667,kerralexander@example.org,Account Suspension,Terms of use were unclear.,Closed,26-05-2025,06-06-2025
1667,Q1668,hsmith@example.org,Data Export,Auto-export not working on Fridays.,Closed,11-03-2025,21-03-2025
1668,Q1669,vroy@example.com,Billing Problem,Bank deducted amount but dashboard shows unpaid.,Closed,26-03-2025,31-03-2025
1669,Q1670,colemantaylor@example.org,Billing Problem,Amount charged doesn’t match pricing plan.,Closed,06-05-2025,07-05-2025
1670,Q1671,stevenstammy@example.org,Feature Request,Requesting PDF report generation.,Closed,25-04-2025,30-04-2025
1671,Q1672,dvelazquez@example.org,Bug Report,Back button doesn’t work.,Closed,18-06-2025,29-06-2025
1672,Q1673,williamsrobert@example.org,Feature Request,Ability to bulk edit entries needed.,Closed,19-07-2025,21-07-2025
1673,Q1674,whitelaura@example.org,Feature Request,Include a mobile-first UI option.,Closed,29-03-2025,31-03-2025
1674,Q1675,novakjanet@example.net,Technical Support,Settings not saving properly.,Closed,25-03-2025,03-04-2025
1675,Q1676,nathanielrussell@example.net,Billing Problem,Need clarification on currency charges.,Closed,04-02-2025,06-02-2025
1676,Q1677,davidstewart@example.org,Login Issue,Seeing 'invalid session token' error.,Closed,15-02-2025,16-02-2025
1677,Q1678,watsonsarah@example.net,Billing Problem,Billing cycle was reset unexpectedly.,Closed,13-03-2025,16-03-2025
1678,Q1679,ysalazar@example.net,Data Export,Data export not matching preview.,Closed,02-06-2025,03-06-2025
1679,Q1680,pnorman@example.com,Technical Support,Getting JSON decode error.,Closed,21-03-2025,22-03-2025
1680,Q1681,christophersanchez@example.com,Technical Support,Feature working on web but not mobile.,Closed,01-03-2025,16-03-2025
1681,Q1682,jacksonkristen@example.com,Account Suspension,How do I appeal a suspension?,Closed,29-01-2025,30-01-2025
1682,Q1683,hernandezkayla@example.org,UI Feedback,Buttons overlap on smaller screens.,Closed,03-05-2025,11-05-2025
1683,Q1684,kimberly07@example.org,Feature Request,Ability to bulk edit entries needed.,Closed,01-02-2025,03-02-2025
1684,Q1685,gallagherscott@example.com,Bug Report,Date selector not responsive.,Closed,11-06-2025,16-06-2025
1685,Q1686,susangibson@example.net,Feature Request,Provide more chart types in dashboard.,Closed,07-05-2025,10-05-2025
1686,Q1687,toddmarshall@example.net,Data Export,Zip file corrupted during export.,Closed,31-01-2025,13-02-2025
1687,Q1688,marshalljoseph@example.org,Feature Request,Please add support for dark mode.,Closed,28-04-2025,29-04-2025
1688,Q1689,amichael@example.org,Data Export,Exported Excel has broken formatting.,Closed,16-06-2025,19-06-2025
1689,Q1690,hshields@example.net,Technical Support,Notifications are not working.,Closed,09-07-2025,10-07-2025
1690,Q1691,alexandermarvin@example.com,Account Suspension,Support says I’m blacklisted — why?,Closed,06-03-2025,08-03-2025
1691,Q1692,johnstonelijah@example.net,Login Issue,Two-factor authentication is not sending code.,Closed,24-02-2025,03-03-2025
1692,Q1693,michelle38@example.com,Data Export,Need monthly data dump in CSV.,Closed,05-06-2025,07-06-2025
1693,Q1694,sharielliott@example.net,Feature Request,Need voice assistant for dashboard.,Closed,28-02-2025,02-03-2025
1694,Q1695,david79@example.com,Account Suspension,Need reason for my suspension.,Closed,10-07-2025,13-07-2025
1695,Q1696,tiffany69@example.org,Login Issue,App logs me out automatically.,Closed,23-06-2025,03-07-2025
1696,Q1697,davidcisneros@example.org,Bug Report,Sidebar collapses on scroll.,Closed,07-06-2025,08-06-2025
1697,Q1698,samantha78@example.com,Technical Support,Download button is inactive.,Closed,15-04-2025,24-04-2025
1698,Q1699,qeaton@example.net,Bug Report,Tab focus jumps incorrectly.,Closed,27-05-2025,29-05-2025
1699,Q1700,pamela32@example.com,Payment Failure,Need confirmation after retry.,Closed,19-02-2025,26-02-2025
